PCN,ISSUED,LOCATION,FINE
LS83558261,06/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558272,06/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558283,06/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558294,06/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558308,06/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558319,06/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8355832A,06/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558330,06/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558341,06/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558352,06/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558363,06/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558374,06/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558385,06/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558396,06/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8355840A,06/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558625,06/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83558636,06/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83558738,06/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83558749,06/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8355875A,06/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83558931,06/01/2018,"BUS LANE, VICAR LANE",60
LS83558942,06/01/2018,"BUS LANE, VICAR LANE",60
LS83558953,06/01/2018,"BUS LANE, VICAR LANE",60
LS83558964,06/01/2018,"BUS LANE, VICAR LANE",60
LS83558975,06/01/2018,"BUS LANE, VICAR LANE",60
LS83558986,06/01/2018,"BUS LANE, VICAR LANE",60
LS83558997,06/01/2018,"BUS LANE, VICAR LANE",60
LS83559005,06/01/2018,"BUS LANE, VICAR LANE",60
LS83559016,06/01/2018,"BUS LANE, VICAR LANE",60
LS83559027,06/01/2018,"BUS LANE, VICAR LANE",60
LS83559242,06/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83559275,06/01/2018,"BUS LANE, BOAR LANE",60
LS83559322,06/01/2018,"BUS LANE, BURLEY ROAD",60
LS83559333,06/01/2018,"BUS LANE, BURLEY ROAD",60
LS83559388,06/01/2018,"BUS LANE, HEADROW",60
LS83557633,07/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83557644,07/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83557655,07/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83557699,07/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83557702,07/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83557713,07/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83557815,07/01/2018,"BUS LANE, CANAL STREET",60
LS83557826,07/01/2018,"BUS LANE, CANAL STREET",60
LS8355808A,07/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83558090,07/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83558104,07/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83558115,07/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83558410,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558421,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558432,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558443,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558454,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558465,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558476,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558487,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558498,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558501,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558512,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558523,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558534,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558545,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558556,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558567,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558578,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558589,07/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83558760,07/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83558771,07/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83559038,07/01/2018,"BUS LANE, VICAR LANE",60
LS83559049,07/01/2018,"BUS LANE, VICAR LANE",60
LS8355905A,07/01/2018,"BUS LANE, VICAR LANE",60
LS83559060,07/01/2018,"BUS LANE, VICAR LANE",60
LS83559071,07/01/2018,"BUS LANE, VICAR LANE",60
LS83559082,07/01/2018,"BUS LANE, VICAR LANE",60
LS83559093,07/01/2018,"BUS LANE, VICAR LANE",60
LS83559107,07/01/2018,"BUS LANE, VICAR LANE",60
LS83559118,07/01/2018,"BUS LANE, VICAR LANE",60
LS83559129,07/01/2018,"BUS LANE, VICAR LANE",60
LS8355913A,07/01/2018,"BUS LANE, VICAR LANE",60
LS83559140,07/01/2018,"BUS LANE, VICAR LANE",60
LS83559151,07/01/2018,"BUS LANE, VICAR LANE",60
LS83559162,07/01/2018,"BUS LANE, VICAR LANE",60
LS83559173,07/01/2018,"BUS LANE, VICAR LANE",60
LS83559184,07/01/2018,"BUS LANE, VICAR LANE",60
LS83559195,07/01/2018,"BUS LANE, VICAR LANE",60
LS83559209,07/01/2018,"BUS LANE, VICAR LANE",60
LS8355921A,07/01/2018,"BUS LANE, VICAR LANE",60
LS83559220,07/01/2018,"BUS LANE, VICAR LANE",60
LS83559253,07/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83559344,07/01/2018,"BUS LANE, BURLEY ROAD",60
LS83559355,07/01/2018,"BUS LANE, BURLEY ROAD",60
LS83559399,07/01/2018,"BUS LANE, HEADROW",60
LS8356022A,08/01/2018,"BUS LANE, CANAL STREET",60
LS83560230,08/01/2018,"BUS LANE, CANAL STREET",60
LS83560241,08/01/2018,"BUS LANE, CANAL STREET",60
LS83560252,08/01/2018,"BUS LANE, CANAL STREET",60
LS83560263,08/01/2018,"BUS LANE, CANAL STREET",60
LS83560274,08/01/2018,"BUS LANE, CANAL STREET",60
LS83560285,08/01/2018,"BUS LANE, CANAL STREET",60
LS83560296,08/01/2018,"BUS LANE, CANAL STREET",60
LS8356030A,08/01/2018,"BUS LANE, CANAL STREET",60
LS83560310,08/01/2018,"BUS LANE, CANAL STREET",60
LS83560321,08/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83560332,08/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83560343,08/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83560354,08/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83560365,08/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83560376,08/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83560387,08/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83560398,08/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83560401,08/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83560412,08/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83560423,08/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83560434,08/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83560445,08/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83560456,08/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83560467,08/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83560478,08/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83560489,08/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8356049A,08/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83560503,08/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83560514,08/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83560525,08/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83560536,08/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83560547,08/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83561492,08/01/2018,"BUS LANE, YORK RD SERVICE RD",60
LS83561506,08/01/2018,"BUS LANE, VICAR LANE",60
LS83561517,08/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83561528,08/01/2018,"BUS LANE, BURLEY ROAD",60
LS83561539,08/01/2018,"BUS LANE, BURLEY ROAD",60
LS8356154A,08/01/2018,"BUS LANE, HEADROW",60
LS83561550,08/01/2018,"BUS LANE, HEADROW",60
LS83561561,08/01/2018,"BUS LANE, HEADROW",60
LS83562178,09/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83562214,09/01/2018,"BUS LANE, CANAL STREET",60
LS83562225,09/01/2018,"BUS LANE, CANAL STREET",60
LS83562236,09/01/2018,"BUS LANE, CANAL STREET",60
LS83562247,09/01/2018,"BUS LANE, CANAL STREET",60
LS83562338,09/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83562349,09/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS8356235A,09/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83562360,09/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83562371,09/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83562382,09/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83562451,09/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83562495,09/01/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS83562509,09/01/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS83562520,09/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83562531,09/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83562542,09/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83562666,09/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83562688,09/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83562724,09/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83562735,09/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83562746,09/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83562859,09/01/2018,"BUS LANE, VICAR LANE",60
LS83562906,09/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83562994,09/01/2018,"BUS LANE, BURLEY ROAD",60
LS83563002,09/01/2018,"BUS LANE, HEADROW",60
LS83562189,10/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS8356219A,10/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83562203,10/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83562258,10/01/2018,"BUS LANE, CANAL STREET",60
LS83562269,10/01/2018,"BUS LANE, CANAL STREET",60
LS8356227A,10/01/2018,"BUS LANE, CANAL STREET",60
LS83562280,10/01/2018,"BUS LANE, CANAL STREET",60
LS83562291,10/01/2018,"BUS LANE, CANAL STREET",60
LS83562305,10/01/2018,"BUS LANE, CANAL STREET",60
LS83562316,10/01/2018,"BUS LANE, CANAL STREET",60
LS83562327,10/01/2018,"BUS LANE, CANAL STREET",60
LS83562393,10/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83562407,10/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83562418,10/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83562429,10/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS8356243A,10/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83562440,10/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83562462,10/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83562473,10/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83562484,10/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS8356251A,10/01/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS83562553,10/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83562564,10/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83562575,10/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83562586,10/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83562597,10/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83562600,10/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83562611,10/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83562622,10/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83562633,10/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83562644,10/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83562655,10/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83562677,10/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83562699,10/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83562702,10/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83562713,10/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83562757,10/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83562768,10/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83562779,10/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8356278A,10/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83562790,10/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83562804,10/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83562815,10/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83562826,10/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83562837,10/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83562848,10/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8356286A,10/01/2018,"BUS LANE, VICAR LANE",60
LS83562870,10/01/2018,"BUS LANE, VICAR LANE",60
LS83562881,10/01/2018,"BUS LANE, VICAR LANE",60
LS83562892,10/01/2018,"BUS LANE, VICAR LANE",60
LS83562917,10/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83562928,10/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83562939,10/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS8356294A,10/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83562950,10/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83562961,10/01/2018,"BUS LANE, BOAR LANE",60
LS83562972,10/01/2018,"BUS LANE, BOAR LANE",60
LS83562983,10/01/2018,"BUS LANE, BOAR LANE",60
LS83563013,10/01/2018,"BUS LANE, HEADROW",60
LS83563024,10/01/2018,"BUS LANE, HEADROW",60
LS83563545,10/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83563691,10/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563931,10/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83563975,10/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83563986,10/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83563997,10/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8356413A,10/01/2018,"BUS LANE, VICAR LANE",60
LS83564344,10/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83563261,11/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83563272,11/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83563308,11/01/2018,"BUS LANE, CANAL STREET",60
LS83563319,11/01/2018,"BUS LANE, CANAL STREET",60
LS8356332A,11/01/2018,"BUS LANE, CANAL STREET",60
LS83563330,11/01/2018,"BUS LANE, CANAL STREET",60
LS83563341,11/01/2018,"BUS LANE, CANAL STREET",60
LS83563352,11/01/2018,"BUS LANE, CANAL STREET",60
LS83563363,11/01/2018,"BUS LANE, CANAL STREET",60
LS83563396,11/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS8356340A,11/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83563410,11/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83563421,11/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83563432,11/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83563443,11/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83563454,11/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83563465,11/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83563556,11/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83563567,11/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83563636,11/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83563669,11/01/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS8356367A,11/01/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS83563705,11/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563716,11/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563727,11/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563738,11/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563749,11/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8356375A,11/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563760,11/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563771,11/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563782,11/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563793,11/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563807,11/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563818,11/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563909,11/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS8356391A,11/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83563920,11/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83563942,11/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83563953,11/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83563964,11/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83564005,11/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83564016,11/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83564027,11/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83564038,11/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83564049,11/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8356405A,11/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83564060,11/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83564071,11/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83564140,11/01/2018,"BUS LANE, VICAR LANE",60
LS83564151,11/01/2018,"BUS LANE, VICAR LANE",60
LS83564162,11/01/2018,"BUS LANE, VICAR LANE",60
LS83564173,11/01/2018,"BUS LANE, VICAR LANE",60
LS83564184,11/01/2018,"BUS LANE, VICAR LANE",60
LS83564195,11/01/2018,"BUS LANE, VICAR LANE",60
LS83564209,11/01/2018,"BUS LANE, VICAR LANE",60
LS8356421A,11/01/2018,"BUS LANE, VICAR LANE",60
LS83564220,11/01/2018,"BUS LANE, VICAR LANE",60
LS83564231,11/01/2018,"BUS LANE, VICAR LANE",60
LS83564242,11/01/2018,"BUS LANE, VICAR LANE",60
LS83564253,11/01/2018,"BUS LANE, VICAR LANE",60
LS83564264,11/01/2018,"BUS LANE, VICAR LANE",60
LS83564275,11/01/2018,"BUS LANE, VICAR LANE",60
LS83564355,11/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83564366,11/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83564377,11/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83564388,11/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83564424,11/01/2018,"BUS LANE, BURLEY ROAD",60
LS83564435,11/01/2018,"BUS LANE, BURLEY ROAD",60
LS83560558,12/01/2018,"BUS LANE, CALL LANE",60
LS83560569,12/01/2018,"BUS LANE, CALL LANE",60
LS8356057A,12/01/2018,"BUS LANE, CALL LANE",60
LS83560580,12/01/2018,"BUS LANE, CALL LANE",60
LS83560591,12/01/2018,"BUS LANE, CALL LANE",60
LS83560605,12/01/2018,"BUS LANE, CALL LANE",60
LS83560616,12/01/2018,"BUS LANE, CALL LANE",60
LS83560627,12/01/2018,"BUS LANE, CALL LANE",60
LS83560638,12/01/2018,"BUS LANE, CALL LANE",60
LS83560649,12/01/2018,"BUS LANE, CALL LANE",60
LS8356065A,12/01/2018,"BUS LANE, CALL LANE",60
LS83560660,12/01/2018,"BUS LANE, CALL LANE",60
LS83560671,12/01/2018,"BUS LANE, CALL LANE",60
LS83560682,12/01/2018,"BUS LANE, CALL LANE",60
LS83560693,12/01/2018,"BUS LANE, CALL LANE",60
LS83560707,12/01/2018,"BUS LANE, CALL LANE",60
LS83560718,12/01/2018,"BUS LANE, CALL LANE",60
LS83560729,12/01/2018,"BUS LANE, CALL LANE",60
LS8356073A,12/01/2018,"BUS LANE, CALL LANE",60
LS83560740,12/01/2018,"BUS LANE, CALL LANE",60
LS83560751,12/01/2018,"BUS LANE, CALL LANE",60
LS83560762,12/01/2018,"BUS LANE, CALL LANE",60
LS83560773,12/01/2018,"BUS LANE, CALL LANE",60
LS83560784,12/01/2018,"BUS LANE, CALL LANE",60
LS83560795,12/01/2018,"BUS LANE, CALL LANE",60
LS83560809,12/01/2018,"BUS LANE, CALL LANE",60
LS8356081A,12/01/2018,"BUS LANE, CALL LANE",60
LS83560820,12/01/2018,"BUS LANE, CALL LANE",60
LS83560831,12/01/2018,"BUS LANE, CALL LANE",60
LS83560842,12/01/2018,"BUS LANE, CALL LANE",60
LS83560853,12/01/2018,"BUS LANE, CALL LANE",60
LS83563283,12/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83563294,12/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83563374,12/01/2018,"BUS LANE, CANAL STREET",60
LS83563385,12/01/2018,"BUS LANE, CANAL STREET",60
LS83563476,12/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83563487,12/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83563498,12/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83563501,12/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83563512,12/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83563523,12/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83563534,12/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83563578,12/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83563589,12/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS8356359A,12/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83563603,12/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83563614,12/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83563625,12/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83563647,12/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83563658,12/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83563680,12/01/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS83563829,12/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8356383A,12/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563840,12/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563851,12/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563862,12/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563873,12/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563884,12/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83563895,12/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83564082,12/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83564093,12/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83564107,12/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83564118,12/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83564129,12/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83564286,12/01/2018,"BUS LANE, VICAR LANE",60
LS83564297,12/01/2018,"BUS LANE, VICAR LANE",60
LS83564300,12/01/2018,"BUS LANE, VICAR LANE",60
LS83564311,12/01/2018,"BUS LANE, VICAR LANE",60
LS83564322,12/01/2018,"BUS LANE, VICAR LANE",60
LS83564333,12/01/2018,"BUS LANE, VICAR LANE",60
LS83564399,12/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83564402,12/01/2018,"BUS LANE, BOAR LANE",60
LS83564413,12/01/2018,"BUS LANE, BOAR LANE",60
LS83564446,12/01/2018,"BUS LANE, HEADROW",60
LS83560864,13/01/2018,"BUS LANE, CALL LANE",60
LS83560875,13/01/2018,"BUS LANE, CALL LANE",60
LS83560886,13/01/2018,"BUS LANE, CALL LANE",60
